Consultant,Client,Engagement,Position,TaskGroup,ReportDate,TaskDescription,BillableHours,NonBillableHours,BillingRate,Hours Bill,FirmSharePercent,Total Pay,Description_Time
,,,,,9/27/2017,Controller Review,0,6,$1.00 ,$0.00 ,20,$0.00 ,Clean stale accounts payable
,,,,,9/29/2017,Controller Review,0,1.5,$1.00 ,$0.00 ,20,$0.00 ,"Various correspondence, Regina-Rowley accrual, Erisbet-corrected R-Equal, Regina-process to post an invoice for a closed period, Doug-discount calculation, Regina-corrected Texas Specialties, Erisbet-delete builds"
,,,,,9/29/2017,Controller Review,0,2,$1.00 ,$0.00 ,20,$0.00 ,"Repair financial statement file for changed account descriptions by the client, reviewed balance sheet account reconciliations, reviewed income statement"
,,,,,10/3/2017,Controller Review,0,2.75,$1.00 ,$0.00 ,20,$0.00 ,"Reconcile AMEX, review balance sheet account reconciliations, review income statement, correspondence with Doug and Teresa"
,,,,,10/4/2017,Controller Review,0,1.5,$1.00 ,$0.00 ,20,$0.00 ,"Review balance sheet account reconciliations, call with Teresa, correspondence with Teresa, review income statement, call and correspondence with Doug, call with Burt"
,,,,,10/5/2017,Controller Review,0,1,$1.00 ,$0.00 ,20,$0.00 ,"Call with Burt, sent documents to Burt, correspondence on builds (delete, add and question)"
,,,,,10/11/2017,Controller Review,0,7.5,$1.00 ,$0.00 ,20,$0.00 ,"Correct prior period expenses for inventory adjustments, accrued payroll, supplies, depreciation, reviewed balance sheet account reconciliations, review income statement, compile EBITDA walkforward, publish financial statements, enter invoices for Regina"
,,,,,10/11/2017,Controller Review,0,0.5,$1.00 ,$0.00 ,20,$0.00 ,Calls with Burt regarding status
,,,,,10/12/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Doug and Teresa regarding Cornelius reclass
,,,,,10/12/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Burt regarding the scheduling of the summit
,,,,,10/12/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Doug regarding insurance documents
,,,,,10/12/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Doug regarding property tax payments treatment
,,,,,10/13/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Teresa regarding reclassing Cornelius charges
,,,,,10/16/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Erisbet regarding deleting a PO
,,,,,10/16/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Setup summit
,,,,,10/18/2017,Controller Review,0,2,$1.00 ,$0.00 ,20,$0.00 ,"Post October standard entries, create new month spreadsheets, create September balance sheet account pdf, reconcile October balance sheet accounts"
,,,,,10/19/2017,Controller Review,0,1.5,$1.00 ,$0.00 ,20,$0.00 ,"Correspondence with Regina regarding AR credit balances > 90 days, entered 3 invoices for Regina, operationalized rebate accrual to actual for October, began accruing property tax with November standard accrual"
,,,,,10/17/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Call with Teresa regarding requests from Doug
,,,,,10/17/2017,Controller Review,0,0.5,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Teresa and Doug regarding reclass and September adjustments
,,,,,10/17/2017,Controller Review,0,0.5,$1.00 ,$0.00 ,20,$0.00 ,Enter invoices for Erisbet
,,,,,10/23/2017,Controller Review,0,1,$1.00 ,$0.00 ,20,$0.00 ,Calls with Burt (2) and Doug to release client
,,,,,10/29/2017,Controller Review,0,0.5,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Doug and Teresa
,,,,,10/30/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Doug
,,,,,10/31/2017,Controller Review,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,"Correspondence with Burt, Teresa and Natalie"
,,,,,11/1/2017,Controller Review,0,0.5,$1.00 ,$0.00 ,20,$0.00 ,Call with Burt regarding Burt/Doug call
,,,,Monthly End Close Total,,,0,148.5,,$0.00 ,,$0.00 ,
,,,,Process Improvement,,,,,,,,,
,,,,,6/16/2017,Training & Monitoring,0,0.75,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Regina for processing prepaid inventory
,,,,,6/16/2017,Training & Monitoring,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Luis regarding installing TBX tool
,,,,,6/16/2017,Training & Monitoring,0,0.25,$1.00 ,$0.00 ,20,$0.00 ,Correspondence with Regina regarding the receipt of quantity in QuickBooks that does not match the actual invoice
,,,,,6/25/2017,Other,0,0.75,$1.00 ,$0.00 ,20,$0.00 ,Load TBX tool and correspondence with Doug to approve certificate in QuickBooks
,,,,,7/2/2017,Other,0,2.5,$1.00 ,$0.00 ,20,$0.00 ,Develop instructions for installing TBX trial balance utility
,,,,Process Improvement Total,,,0,4.5,,$0.00 ,,$0.00 ,
,,,CFO_Lead Total,,,,0,185.75,,$0.00 ,,$0.00 ,
,,Controller Services Total,,,,,0,185.75,,$0.00 ,,$0.00 ,
,Healthcare Interiors Total,,,,,,0,185.75,,$0.00 ,,$0.00 ,
,Innovative Way,,,,,,,,,,,,
,,Controller Services,,,,,,,,,,,
,,,CFO_Lead,,,,,,,,,,
,,,,Client Admin,,,,,,,,,
,,,,,4/21/2017,Email & Correspondence,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Review and respond to tax accountant e-mail
,,,,Client Admin Total,,,0,0.25,,$0.00 ,,$0.00 ,
,,,,Initial Client Onboarding,,,,,,,,,
,,,,,4/9/2017,Execute Agreements and Fee Structure,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Correspond with Burt and John
,,,,,4/11/2017,Execute Agreements and Fee Structure,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,"Correspondence to produce annual and one time invoice, sent invoice via e-mail"
,,,,,4/23/2017,Other,0,5.75,$200.00 ,$0.00 ,40,$0.00 ,"Began building close schedule/accounting close/financial statement spreadsheets, began loading trial balance manually"
,,,,,4/25/2017,Other,0,3.25,$200.00 ,$0.00 ,40,$0.00 ,Load trial balance and adjust account numbers
,,,,,4/26/2017,Other,0,4.25,$200.00 ,$0.00 ,40,$0.00 ,Re-number chart of accounts - IW and BCG
,,,,,4/29/2017,Interview Management Team,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with John for meeting on 5/4
,,,,,5/3/2017,Other,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,"Compile secondary list of items needed to complete the accounting close, correspondence with John"
,,,,,5/4/2017,Other,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,"Correspondence, preparation for meeting with John and meeting with John"
,,,,,6/12/2017,Other,0,2.5,$200.00 ,$0.00 ,40,$0.00 ,"Inventory bank and credit card statements needed, correspondence with Barbara, start close schedule"
,,,,,6/13/2017,Gain Access to System/Data and Historical Financials,0,2.5,$200.00 ,$0.00 ,40,$0.00 ,"Review bank statements received from Barbara, correspondence with Barbara regarding needing logo, correspondence with Barbara regarding statements and Drop Box"
,,,,,6/14/2017,Other,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,"Correspondence with Barbara regarding logo, format logo for financial statements"
,,,,,6/14/2017,Other,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,"Reconcile 8134 through 6/16, reconcile savings"
,,,,,6/15/2017,Other,0,4.5,$200.00 ,$0.00 ,40,$0.00 ,Reconcile bank statements
,,,,,6/19/2017,Other,0,2.25,$200.00 ,$0.00 ,40,$0.00 ,Finalize unrecorded transactions
,,,,,6/20/2017,Other,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,Continued cleanup reconciliation of Xero/AMEX account
,,,,,6/20/2017,Other,0,2.75,$200.00 ,$0.00 ,40,$0.00 ,"Review balance sheet, finalize bank reconciliation, correct unreconciled items, reclass 127 items from fixed assets"
,,,,,6/21/2017,Other,0,2.5,$200.00 ,$0.00 ,40,$0.00 ,"Update current transactions, correct IW loans to shareholders, corrected 12/31/15 balance for Wells Fargo, entered 9/7/16 transactions for Adobe and Capital One, created payment for BCG Capital One as a  current asset, adjusted capital investments to -0- for Breitling as of 12/31/15, adjust Federal Income tax withheld, correct 401k payable"
,,,,,6/21/2017,Other,0,3,$200.00 ,$0.00 ,40,$0.00 ,"Adjust liabilities - Aflac, AMEX, Capital One, employee health insurance, employee HSA, EZ shield theft, income tax, NY SDI, payroll, sales tax, vision insurance"
,,,,,6/21/2017,Other,0,7,$200.00 ,$0.00 ,40,$0.00 ,"Review BCG balance sheet, review IW income statement, correspondence with John on update"
,,,,,6/22/2017,Other,0,5,$200.00 ,$0.00 ,40,$0.00 ,"Review 2016 and 2017 BCG income statement/recode transactions, review IW 2017 income statement/recode transactions"
,,,,,6/25/2017,Other,0,5.5,$200.00 ,$0.00 ,40,$0.00 ,Develop financial statement spreadsheet
,,,,,6/26/2017,Other,0,2.5,$200.00 ,$0.00 ,40,$0.00 ,"Develop financial statement, accounting close and close schedule spreadsheets"
,,,,,6/26/2017,Other,0,7.5,$200.00 ,$0.00 ,40,$0.00 ,"Finalize financial statement, account reconciliation, open issues and close schedule, correspondence with John to send documents for first summit"
,,,,Initial Client Onboarding Total,,,0,68.25,,$0.00 ,,$0.00 ,
,,,,Monthly End Close,,,,,,,,,
,,,,,4/24/2017,Other,0,2,$200.00 ,$0.00 ,40,$0.00 ,Load historical trial balance
,,,,,4/26/2017,Controller Review,0,2.25,$200.00 ,$0.00 ,40,$0.00 ,Research process to approve transactions in Xero and review financial statements
,,,,,6/7/2017,Monthly Close Summit,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Setup May 2017 summit
,,,,,6/18/2017,Reconcile GL Accounts,0,2.25,$200.00 ,$0.00 ,40,$0.00 ,Reconcile accounts in Xero
,,,,,6/19/2017,Controller Review,0,1.75,$200.00 ,$0.00 ,40,$0.00 ,Reconcile cash accounts
,,,,,6/24/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Update close schedule to consider holidays
,,,,,6/25/2017,Reconcile GL Accounts,0,0.75,$200.00 ,$0.00 ,40,$0.00 ,Reconcile transactions in Xero
,,,,,6/28/2017,Monthly Close Summit,0,2.25,$200.00 ,$0.00 ,40,$0.00 ,Prepare for and attend/lead first financial summit with John Way
,,,,,6/30/2017,Controller Review,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,Update notes from May summit and organize June open issues
,,,,,7/1/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence to setup summit meeting
,,,,,7/1/2017,Reconcile GL Accounts,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,Reconcile bank accounts in Xero
,,,,,7/4/2017,Reconcile GL Accounts,0,0.75,$200.00 ,$0.00 ,40,$0.00 ,Reconcile daily transactions
,,,,,7/5/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Barbara to obtain bank statements
,,,,,7/5/2017,Reconcile GL Accounts,0,1,$200.00 ,$0.00 ,40,$0.00 ,Reconcile transactions in Xero and reconcile bank statements for Wells Fargo (BCG/IW) and AMEX (IW)
,,,,,7/5/2017,Controller Review,0,1,$200.00 ,$0.00 ,40,$0.00 ,Reclass open issues related to office expenses from prior month
,,,,,7/6/2017,Reconcile GL Accounts,0,1,$200.00 ,$0.00 ,40,$0.00 ,"Reconcile daily transactions, repair outstanding items from the prior month"
,,,,,7/6/2017,Controller Review,0,5.5,$200.00 ,$0.00 ,40,$0.00 ,Various close tasks
,,,,,7/7/2017,Reconcile GL Accounts,0,1.25,$200.00 ,$0.00 ,40,$0.00 ,Review income statement and reclass transactions
,,,,,7/7/2017,Report Generation,0,5.5,$200.00 ,$0.00 ,40,$0.00 ,"Review income statement and balance sheet, amortized prepaid expenses and accrued payroll for IW"
,,,,,7/7/2017,Controller Review,0,4,$200.00 ,$0.00 ,40,$0.00 ,"Review income statement and balance sheet for BCG, recode transactions marked as Direct Pay in Wages"
,,,,,7/9/2017,Controller Review,0,8,$200.00 ,$0.00 ,40,$0.00 ,"Prepare, import and reconcile Capital One credit card transactions (550) from June 2016-present"
,,,,,7/10/2017,Reconcile GL Accounts,0,1,$200.00 ,$0.00 ,40,$0.00 ,Recode transactions
,,,,,7/11/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Review and recode transactions
,,,,,7/17/2017,Controller Review,0,3.5,$200.00 ,$0.00 ,40,$0.00 ,Compile financial statements
,,,,,7/18/2017,Controller Review,0,2.25,$200.00 ,$0.00 ,40,$0.00 ,Prepare EBITDA walkforward and publish financial statements
,,,,,7/18/2017,Controller Review,0,2,$200.00 ,$0.00 ,40,$0.00 ,Prepare for and attend June summit
,,,,,7/20/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with John and Sarah Hancock to send financial statements
,,,,,7/20/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with tax CPA regarding supplying data for the 2016 tax return
,,,,,7/22/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Correspondence to setup July financial summit
,,,,,7/27/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Introduce Teresa to John and Barbara
,,,,,7/27/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Setup Phillip and Teresa as users in Xero
,,,,,7/28/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa regarding Xero setup
,,,,,7/29/2017,Reconcile GL Accounts,0,1,$200.00 ,$0.00 ,40,$0.00 ,Complete reconciliations for additional statements received
,,,,,7/31/2017,Controller Review,0,1.25,$200.00 ,$0.00 ,40,$0.00 ,Review reconciliation process with Teresa
,,,,,8/3/2017,Controller Review,0,5,$200.00 ,$0.00 ,40,$0.00 ,"Updated accounting close spreadsheet with new accounts, reconciled balance sheet accounts"
,,,,,8/1/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,"Delete duplicate transactions, correspondence with Teresa"
,,,,,8/2/2017,Controller Review,0,1,$200.00 ,$0.00 ,40,$0.00 ,Update account reconciliation file with new accounts
,,,,,8/8/2017,Controller Review,0,1,$200.00 ,$0.00 ,40,$0.00 ,"Update trial balance, reconcile balance sheet accounts, review income statement"
,,,,,8/9/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,"Prepare reports for 2016 to send to Sarah, CPA, send to John"
,,,,,8/9/2017,Controller Review,0,4,$200.00 ,$0.00 ,40,$0.00 ,"Add new accounts to financial statements, reconcile balance sheet accounts, update trial balance, create pdf for June, add new month spreadsheets, review income statements"
,,,,,8/11/2017,Controller Review,0,2,$200.00 ,$0.00 ,40,$0.00 ,"Reconcile Ameriprise statements from June-July 2017, update trial balance, update payroll accrual"
,,,,,8/11/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,"Generate and send 2016 financial statements to Sarah Hancock, tax accountant"
,,,,,8/14/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Update August close schedule
,,,,,8/16/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with John regarding Capital One Xero feed for Breave
,,,,,8/17/2017,Controller Review,0,3,$200.00 ,$0.00 ,40,$0.00 ,Compile EBITDA walkforward
,,,,,8/17/2017,Monthly Close Summit,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with John to reschedule summit
,,,,,8/21/2017,Monthly Close Summit,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with John to setup summit meeting
,,,,,8/22/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Reschedule summit meeting
,,,,,8/22/2017,Controller Review,0,1.75,$200.00 ,$0.00 ,40,$0.00 ,"Correspondence with Sarah Hancock, tax CPA on Sarah's questions on 2016 financial statements"
,,,,,8/22/2017,Controller Review,0,1.25,$200.00 ,$0.00 ,40,$0.00 ,"Prepare for summit, attend summit, follow up to the summit"
,,,,,8/28/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa regarding D&B
,,,,,8/29/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Prepare data for correspondence with Sarah (tax CPA) regarding questions on opening balance sheet (2015)
,,,,,9/1/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa regarding question for Barbara
,,,,,9/5/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Sarah (tax CPA) regarding dividends
,,,,,9/5/2017,Controller Review,0,2.75,$200.00 ,$0.00 ,40,$0.00 ,"Review close schedule, accrue payroll, update trial balance, reconcile balance sheet accounts, review income statement, generate 7/17 balance sheet account reconciliations pdf, capitalize 2016 and 2017 based on tax CPA criteria, correspondence with Teresa with corrections to vendor rules, correspondence with John regarding scheduling summit, correspondence with Barbara regarding D&B request, correspondence with Barbara regarding prepaid Amazon Web Services"
,,,,,9/5/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa regarding posting transactions questions
,,,,,9/6/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa regarding cash transfer from CD
,,,,,9/7/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Review status
,,,,,9/8/2017,Controller Review,0,0.75,$200.00 ,$0.00 ,40,$0.00 ,"Correspondence with Barbara regarding prepaid web charges, correspondence with Teresa regarding cash transfer from CD redemption and reconciliation of CD account in Xero"
,,,,,9/9/2017,Controller Review,0,3.25,$200.00 ,$0.00 ,40,$0.00 ,"Correct/reconcile CD account, download statements from DropBox, correspondence with John requesting Ameriprise statement, book BCG interest income, reconcile balance sheet account reconciliations, book deferred revenue, capitalize Amazon Web Services prepaid services, review financial statements, update trial balance"
,,,,,9/10/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,"Correspondence with John regarding when the next CD will be cash, correspondence with Teresa with the proper accounting for PFACC"
,,,,,9/11/2017,Controller Review,0,1.25,$200.00 ,$0.00 ,40,$0.00 ,"Correspondence with Teresa regarding PFHCC, correspondence John and Barbara regarding Ameriprise, update close schedule with estimating Ameriprise, correspondence with Teresa regarding bank feed error and dashboard, respond to tax accountant question"
,,,,,9/14/2017,Controller Review,0,2.5,$200.00 ,$0.00 ,40,$0.00 ,"Compile EBITDA, correct payroll accrual"
,,,,,9/18/2017,Controller Review,0,1,$200.00 ,$0.00 ,40,$0.00 ,"Updated close schedule, put critical items on calendar, correspondence with Teresa"
,,,,,9/19/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,"Reconcile Ameriprise account, re-compile balance sheet account reconciliations and financial statements"
,,,,,9/19/2017,Controller Review,0,3,$200.00 ,$0.00 ,40,$0.00 ,"Summit call with John, book adjustments to August and re-publish financial statements, book September standard entries, reconcile balance sheet accounts for September, correspondence with John regarding payroll reports and Value Builder"
,,,,,9/21/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Barbara and Teresa regarding payroll reports uploaded
,,,,,9/25/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Create August balance sheet account reconciliation pdf with backup
,,,,,9/27/2017,Controller Review,0,1,$200.00 ,$0.00 ,40,$0.00 ,Post standard entries
,,,,,9/30/2017,Controller Review,0,2.5,$200.00 ,$0.00 ,40,$0.00 ,Start the process of reconciling and booking all payroll for 2017
,,,,,9/30/2017,Controller Review,0,2,$200.00 ,$0.00 ,40,$0.00 ,"Update trial balance, review balance sheet account reconciliations, review income statement"
,,,,,10/2/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Barbara regarding payroll tax reports
,,,,,10/4/2017,Controller Review,0,2.75,$200.00 ,$0.00 ,40,$0.00 ,"Review balance sheet account reconciliations, review income statement, call with Teresa"
,,,,,10/5/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa
,,,,,10/7/2017,Controller Review,0,1.25,$200.00 ,$0.00 ,40,$0.00 ,"Review balance sheet account reconciliations, review income statement"
,,,,,10/11/2017,Controller Review,0,1.75,$200.00 ,$0.00 ,40,$0.00 ,"Reconcile Ameriprise account, review balance sheet account reconciliations, review income statement, compile EBITDA walkforward, publish financial statements"
,,,,,10/16/2017,Controller Review,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,"Correspondence with Teresa regarding IRS payments, correspondence with John regarding the summit"
,,,,,10/19/2017,Controller Review,0,0.75,$200.00 ,$0.00 ,40,$0.00 ,"Post standard AJE, create new month spreadsheets, create pdf of September account reconciliations"
,,,,,10/23/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa regarding payroll tax deposits
,,,,,10/23/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa regarding item to research for John
,,,,,10/23/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa regarding payroll
,,,,,10/29/2017,Controller Review,0,0.75,$200.00 ,$0.00 ,40,$0.00 ,"Various correspondence with John, Euclides and Teresa"
,,,,,11/3/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with Teresa regarding income tax
,,,,,10/30/2017,Controller Review,0,3,$200.00 ,$0.00 ,40,$0.00 ,"Prepare for, attend and follow up to Euclides Santos on boarding/training for Innovative Way"
,,,,,11/3/2017,Controller Review,0,2.25,$200.00 ,$0.00 ,40,$0.00 ,"Prepare for, attend and follow up to on boarding Euclides with Innovative Way client"
,,,,,11/3/2017,Controller Review,0,0.25,$200.00 ,$0.00 ,40,$0.00 ,Correspondence with John
,,,,Monthly End Close Total,,,0,117.5,,$0.00 ,,$0.00 ,
,,,CFO_Lead Total,,,,0,186,,$0.00 ,,$0.00 ,
,,Controller Services Total,,,,,0,186,,$0.00 ,,$0.00 ,
,Innovative Way Total,,,,,,0,186,,$0.00 ,,$0.00 ,
,New Life CFO Services,,,,,,,,,,,,
,,NLCFO Admin,,,,,,,,,,,
,,,CFO,,,,,,,,,,
,,,,(blank),,,,,,,,,
,,,,,1/10/2017,,1,0,$65.00 ,$65.00 ,0,$65.00 ,Test
,,,,(blank) Total,,,1,0,,$65.00 ,,$65.00 ,
,,,,NLCFO - Admin,,,,,,,,,
,,,,,4/7/2017,Travel,0,3,$65.00 ,$0.00 ,0,$0.00 ,Dallas to Tyler
,,,,,4/6/2017,Travel,0,3,$65.00 ,$0.00 ,0,$0.00 ,Tyler to Dallas
,,,,,4/7/2017,Company Meeting,2.75,0,$65.00 ,$178.75 ,0,$178.75 ,CFO Meeting
,,,,,4/9/2017,Company Meeting,0,0.5,$65.00 ,$0.00 ,0,$0.00 ,Respond to CFO meeting tasks
,,,,,4/9/2017,Other,0,1.5,$65.00 ,$0.00 ,0,$0.00 ,Review and respond to e-mail
,,,,,4/10/2017,Travel,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Call and electronic reservation for hotel this week
,,,,,4/10/2017,Other,0,0.5,$65.00 ,$0.00 ,0,$0.00 ,Respond to e-mail
,,,,,4/12/2017,Travel,0,2.5,$65.00 ,$0.00 ,0,$0.00 ,Tyler to Dallas
,,,,,4/13/2017,Travel,0,3,$65.00 ,$0.00 ,0,$0.00 ,Dallas to Tyler
,,,,,4/12/2017,Company Meeting,0,3,$65.00 ,$0.00 ,0,$0.00 ,Firm dinner
,,,,,4/16/2017,Other,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Review and approve time for 4/1-15/17
,,,,,4/22/2017,Other,0,0.5,$65.00 ,$0.00 ,0,$0.00 ,"Update mileage, organize electronic files, schedule upcoming week"
,,,,,4/24/2017,Travel,0,2.75,$65.00 ,$0.00 ,0,$0.00 ,Tyler to Dallas
,,,,,4/24/2017,Travel,0,2.75,$65.00 ,$0.00 ,0,$0.00 ,Dallas to Tyler
,,,,,4/26/2017,Other,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Review article and meeting e-mail
,,,,,4/27/2017,Other,0,0.5,$65.00 ,$0.00 ,0,$0.00 ,Organize upcoming week - 63 tasks
,,,,,4/27/2017,Travel,0,2.5,$65.00 ,$0.00 ,0,$0.00 ,Tyler to Dallas
,,,,,4/28/2017,Travel,0,3,$65.00 ,$0.00 ,0,$0.00 ,Dallas to Tyler
,,,,,4/27/2017,Other,0,1.5,$65.00 ,$0.00 ,0,$0.00 ,Review and respond to various e-mail
,,,,,4/28/2017,Company Meeting,3,0,$65.00 ,$195.00 ,0,$195.00 ,CFO meeting
,,,,,4/30/2017,Other,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Organize tasks for the week - 108
,,,,,4/30/2017,Payroll Processing,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Approve payroll and billing
,,,,,5/1/2017,Other,0,0.75,$65.00 ,$0.00 ,0,$0.00 ,"Correspondence with Diego to get reporting by client by contractor, correspondence with Burt to change Ranger billing rate to $180 per hour"
,,,,,5/1/2017,Other,0,0.5,$65.00 ,$0.00 ,0,$0.00 ,Correspondence with Burt and review of industries for key drivers
,,,,,5/4/2017,Travel,0,3,$65.00 ,$0.00 ,0,$0.00 ,Tyler to Dallas
,,,,,5/5/2017,Travel,0,3,$65.00 ,$0.00 ,0,$0.00 ,Dallas to Tyler
,,,,,5/7/2017,Other,0,1,$65.00 ,$0.00 ,0,$0.00 ,Plan for the week - 83 tasks
,,,,,5/8/2017,Other,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Review and respond to e-mails regarding benchmarks and next CFO meeting
,,,,,5/8/2017,Billings & Collections,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Correspondence with Natalie regarding missing invoice for Ranger Business Solutions
,,,,,5/12/2017,Travel,0,5.5,$65.00 ,$0.00 ,0,$0.00 ,Travel to/from Tyler/Dallas
,,,,,5/14/2017,Other,0,0.5,$65.00 ,$0.00 ,0,$0.00 ,"Review payroll, correspondence with Burt regarding firm marketing fee"
,,,,,5/25/2017,Other,0,2,$65.00 ,$0.00 ,0,$0.00 ,"Respond to various e-mails, organize for the upcoming week, 64 tasks"
,,,,,5/26/2017,Other,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Loaded multiple updates for laptop for security and BIOS
,,,,,5/26/2017,Other,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,E-mails regarding Liam update/prayer request and Lane Kramer prayer requests
,,,,,5/26/2017,Other,0,1.5,$65.00 ,$0.00 ,0,$0.00 ,Review and respond to various e-mail
,,,,,6/1/2017,Billings & Collections,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Review and update time
,,,,,6/5/2017,Company Meeting,0.5,0.5,$65.00 ,$32.50 ,0,$32.50 ,Three phone calls with Burt and review EZ Bel budget/forecast model
,,,,,6/2/2017,Other,0,5,$65.00 ,$0.00 ,0,$0.00 ,Travel to/from Dallas/Tyler
,,,,,6/7/2017,Staff Search/Recruitment,0,0.25,$65.00 ,$0.00 ,0,$0.00 ,Call with Burt and correspondence introducing Burt and Zach Cook
,,,,,6/8/2017,Other,0,0.5,$65.00 ,$0.00 ,0,$0.00 ,Call with Burt regarding firm strategic direction as it relates to other CFO involvement
,,,,,6/8/2017,Staff Search/Recruitment,0,1,$65.00 ,$0.00 ,0,$0.00 ,"Correspondence with John Humpreys, TAMU-C Provost and Burt regarding hiring interns and graduates"
,,,,,6/9/2017,Travel,0,5,$65.00 ,$0.00 ,0,$0.00 ,Travel to/from Dallas/Tyler
,,,,,6/9/2017,Company Meeting,2.5,0,$65.00 ,$162.50 ,0,$162.50 ,CFO Meeting
